Price,Adj Close,Close,High,Low,Open,Volume
2025-04-23,883.7234497070312,886.9000244140625,901.9000244140625,865.5499877929688,892.0,1455389
2025-04-24,882.6771850585938,885.8499755859375,902.0,876.7999877929688,890.9000244140625,1636887
2025-04-25,855.87353515625,858.9500122070312,892.4500122070312,834.4500122070312,888.5,2051634
2025-04-28,745.1714477539062,747.8499755859375,784.8499755859375,735.5,749.1500244140625,10934706
2025-04-29,726.78759765625,729.4000244140625,772.0,726.0999755859375,755.0,5953308
2025-04-30,699.7846069335938,702.2999877929688,744.7000122070312,696.1500244140625,742.0,3520006
2025-05-02,700.681396484375,703.2000122070312,723.1500244140625,692.9000244140625,708.0,2064293
2025-05-05,690.368408203125,692.8499755859375,712.9500122070312,686.3499755859375,709.0,2237264
2025-05-06,698.2401733398438,700.75,740.0,691.5999755859375,695.5999755859375,10368718
2025-05-07,688.2261962890625,690.7000122070312,699.8499755859375,681.25,685.0,2272911
2025-05-08,682.845458984375,685.2999877929688,724.4500122070312,680.75,697.0,4637026
2025-05-09,675.8705444335938,678.2999877929688,688.0999755859375,664.0,674.75,1800484
2025-05-12,699.8344116210938,702.3499755859375,710.0,696.7000122070312,707.6500244140625,1638595
2025-05-13,710.8449096679688,713.4000244140625,720.0,695.5,705.5,1564460
2025-05-14,707.5068359375,710.0499877929688,719.6500244140625,708.1500244140625,718.0,1098279
2025-05-15,700.2828369140625,702.7999877929688,716.8499755859375,700.5,711.8499755859375,1324220
2025-05-16,737.9473876953125,740.5999755859375,748.4000244140625,704.0499877929688,708.0,4883424
2025-05-19,738.9937133789062,741.6500244140625,761.5999755859375,731.0999755859375,748.8499755859375,2767870
2025-05-20,721.00830078125,723.5999755859375,748.4000244140625,719.0999755859375,747.0,1641145
2025-05-21,743.6270141601562,746.2999877929688,759.5,715.0999755859375,725.0,4394142
2025-05-22,739.9901123046875,742.6500244140625,754.5,738.0,745.0,1124583
2025-05-23,738.7943725585938,741.4500122070312,749.2000122070312,736.6500244140625,745.0,916641
2025-05-26,737.8477783203125,740.5,751.7000122070312,737.5999755859375,742.3499755859375,760175
2025-05-27,736.4029541015625,739.0499877929688,750.0,736.4000244140625,741.0,643116
2025-05-28,730.623779296875,733.25,744.2999877929688,730.6500244140625,742.2999877929688,639972
2025-05-29,724.3961181640625,727.0,739.2000122070312,725.0499877929688,738.0,658351
2025-05-30,715.3786010742188,717.9500122070312,735.75,716.3499755859375,729.7000122070312,982740
2025-06-02,708.8021850585938,711.3499755859375,721.8499755859375,706.0999755859375,715.0,910673
2025-06-03,701.6777954101562,704.2000122070312,728.0,703.0,714.9000244140625,1127916
2025-06-04,704.1688842773438,706.7000122070312,715.0,698.25,707.0,925399
2025-06-05,712.4889526367188,715.0499877929688,728.4000244140625,711.0,711.9000244140625,1128407
2025-06-06,724.0972290039062,726.7000122070312,749.9500122070312,722.2999877929688,727.0,3221107
2025-06-09,719.9122924804688,722.5,737.5,721.0999755859375,728.0,1265693
2025-06-10,712.688232421875,715.25,727.0,714.0499877929688,726.0999755859375,1031522
2025-06-11,712.04052734375,714.5999755859375,723.9000244140625,708.2999877929688,717.4500122070312,905497
2025-06-12,700.4821166992188,703.0,721.6500244140625,701.75,713.0,893658
2025-06-13,701.9269409179688,704.4500122070312,709.4500122070312,684.1500244140625,690.0,1040312
2025-06-16,689.7706298828125,692.25,708.0499877929688,690.0,704.5,991424
2025-06-17,695.2011108398438,697.7000122070312,712.4500122070312,691.5,692.3499755859375,1182621
2025-06-18,695.5,698.0,708.5999755859375,691.0499877929688,699.0,775350
2025-06-19,682.6500244140625,682.6500244140625,698.75,681.0999755859375,695.2999877929688,685710
2025-06-20,701.5,701.5,712.0,681.7999877929688,681.9500122070312,1143294
2025-06-23,695.9500122070312,695.9500122070312,706.7000122070312,693.0,700.0,696471
2025-06-24,701.0999755859375,701.0999755859375,705.9000244140625,696.0499877929688,704.0,496934
2025-06-25,697.4500122070312,697.4500122070312,704.4000244140625,695.4000244140625,704.0,586167
2025-06-26,718.2000122070312,718.2000122070312,731.9000244140625,712.2000122070312,715.0,4518403
2025-06-27,718.4500122070312,718.4500122070312,724.7999877929688,715.1500244140625,721.0,847674
2025-06-30,714.5999755859375,714.5999755859375,722.0,712.25,720.8499755859375,655101
2025-07-01,708.0,708.0,718.9500122070312,706.0499877929688,716.7999877929688,560395
2025-07-02,708.9500122070312,708.9500122070312,713.6500244140625,704.0,708.0499877929688,540208
2025-07-03,706.5999755859375,706.5999755859375,716.9000244140625,703.2000122070312,709.0999755859375,658115
2025-07-04,705.4500122070312,705.4500122070312,710.5,701.7999877929688,707.0999755859375,467032
2025-07-07,700.8499755859375,700.8499755859375,707.9500122070312,700.0,705.0,364932
2025-07-08,697.8499755859375,697.8499755859375,703.7000122070312,694.5999755859375,700.8499755859375,361839
2025-07-09,695.9000244140625,695.9000244140625,703.5999755859375,694.0,699.4000244140625,410446
2025-07-10,701.6500244140625,701.6500244140625,709.0,696.5999755859375,696.5999755859375,463184
2025-07-11,693.6500244140625,693.6500244140625,703.9500122070312,692.0,701.0,388831
2025-07-14,698.4000244140625,698.4000244140625,703.7999877929688,688.0,693.7000122070312,555786
2025-07-15,653.2000122070312,653.2000122070312,668.0,627.4500122070312,645.0,6900472
2025-07-16,653.6500244140625,653.6500244140625,660.0,651.3499755859375,655.0,1461808
2025-07-17,647.5,647.5,659.7999877929688,646.0,653.6500244140625,1100123
2025-07-18,638.7000122070312,638.7000122070312,651.7999877929688,637.0,648.0,713435
2025-07-21,630.0999755859375,630.0999755859375,642.4500122070312,629.0,639.0,611444
2025-07-22,625.7999877929688,625.7999877929688,636.7000122070312,625.0,630.0999755859375,612005
2025-07-23,615.5499877929688,615.5499877929688,625.5,605.0,625.0999755859375,1721090
2025-07-24,622.0,622.0,629.5,607.0499877929688,614.0,1337104
2025-07-25,601.2999877929688,601.2999877929688,622.0,599.4500122070312,622.0,920567
2025-07-28,576.9000244140625,576.9000244140625,604.2999877929688,573.4000244140625,601.2999877929688,1513501
2025-07-29,591.25,591.25,601.0,566.5499877929688,572.0,1364808
2025-07-30,588.5,588.5,597.0499877929688,586.0999755859375,594.0499877929688,602797
2025-07-31,583.5499877929688,583.5499877929688,589.0,572.0,576.0,596884
2025-08-01,575.5499877929688,575.5499877929688,590.2999877929688,573.9500122070312,580.7000122070312,453090
2025-08-04,580.8499755859375,580.8499755859375,584.2000122070312,570.1500244140625,575.5499877929688,404244
2025-08-05,578.5,578.5,588.0,576.0,582.0499877929688,374072
2025-08-06,569.9500122070312,569.9500122070312,579.5499877929688,568.4500122070312,579.0,361159
2025-08-07,570.2999877929688,570.2999877929688,576.2999877929688,560.7000122070312,565.0,431825
2025-08-08,556.6500244140625,556.6500244140625,576.7999877929688,554.4000244140625,570.4000244140625,500783
2025-08-11,563.0,563.0,565.8499755859375,545.0,557.75,869500
2025-08-12,550.9500122070312,550.9500122070312,574.4000244140625,550.0,567.9000244140625,548827
2025-08-13,550.8499755859375,550.8499755859375,556.2999877929688,542.25,556.0,612497
2025-08-14,554.7999877929688,554.7999877929688,558.7999877929688,545.6500244140625,555.5,565723
2025-08-18,571.3499755859375,571.3499755859375,588.5,558.0,559.9000244140625,1257513
2025-08-19,586.9000244140625,586.9000244140625,588.5499877929688,570.5,578.0,704878
2025-08-20,580.5999755859375,580.5999755859375,588.8499755859375,579.25,585.0,390568
2025-08-21,620.0499877929688,620.0499877929688,647.0,580.5499877929688,581.0,10306723
2025-08-22,621.1500244140625,621.1500244140625,628.9000244140625,612.5499877929688,620.0,1012625
2025-08-25,609.4000244140625,609.4000244140625,622.25,605.2000122070312,621.0,544421
2025-08-26,601.0499877929688,601.0499877929688,613.3499755859375,592.0,607.5499877929688,785088
2025-08-27,601.0499877929688,601.0499877929688,601.0499877929688,601.0499877929688,601.0499877929688,0
2025-08-28,589.8499755859375,589.8499755859375,600.9000244140625,586.0,596.0,483320
2025-08-29,583.5499877929688,583.5499877929688,591.9500122070312,581.4000244140625,586.9500122070312,292296
2025-09-01,587.2000122070312,587.2000122070312,593.0,582.5499877929688,584.0,330761
2025-09-02,585.7999877929688,585.7999877929688,593.0,583.0,590.0,513531
2025-09-03,612.4000244140625,612.4000244140625,624.8499755859375,585.5499877929688,590.0,3094293
2025-09-04,598.5499877929688,598.5499877929688,618.0,597.0,615.1500244140625,465790
2025-09-05,588.25,588.25,600.2999877929688,584.75,600.0,453648
2025-09-08,591.5999755859375,591.5999755859375,599.7000122070312,590.5,593.5499877929688,265242
2025-09-09,587.6500244140625,587.6500244140625,595.0,585.5499877929688,595.0,333243
2025-09-10,591.0,591.0,596.5999755859375,589.0499877929688,590.0,380334
2025-09-11,590.8499755859375,590.8499755859375,596.7999877929688,590.0,591.0,292218
2025-09-12,592.75,592.75,605.5999755859375,588.2999877929688,593.0,570583
2025-09-15,594.4500122070312,594.4500122070312,607.0,592.7000122070312,595.4000244140625,514565
2025-09-16,615.3499755859375,615.3499755859375,626.2000122070312,596.2999877929688,597.9000244140625,2581273
2025-09-17,619.0499877929688,619.0499877929688,625.75,613.0999755859375,619.9500122070312,627813
2025-09-18,615.3499755859375,615.3499755859375,623.7000122070312,613.0,621.25,484047
2025-09-19,610.9500122070312,610.9500122070312,617.5,607.9500122070312,616.9000244140625,396139
2025-09-22,599.8499755859375,599.8499755859375,614.5,598.2000122070312,606.0,430703
2025-09-23,596.5999755859375,596.5999755859375,603.9500122070312,591.7000122070312,600.0,338648
2025-09-24,589.1500244140625,589.1500244140625,603.0,587.5,598.0,344528
2025-09-25,582.8499755859375,582.8499755859375,594.7999877929688,581.2000122070312,594.7999877929688,341371
2025-09-26,588.7999877929688,588.7999877929688,597.4000244140625,572.0,584.4500122070312,889236
2025-09-29,593.8499755859375,593.8499755859375,621.9000244140625,589.6500244140625,614.7999877929688,3557977
2025-09-30,585.4000244140625,585.4000244140625,595.5999755859375,582.0,595.0,411207
2025-10-01,582.3499755859375,582.3499755859375,589.25,579.9500122070312,586.5499877929688,418820
2025-10-02,582.3499755859375,582.3499755859375,582.3499755859375,582.3499755859375,582.3499755859375,0
2025-10-03,590.7000122070312,590.7000122070312,593.0,583.6500244140625,585.0999755859375,386841
2025-10-06,601.5499877929688,601.5499877929688,609.7000122070312,591.7999877929688,594.9500122070312,1012167
2025-10-07,592.5,592.5,601.4000244140625,591.4000244140625,600.0,309018
